timestamp,magnet_id,voltage_diff,resistance,temperature,quench_flag
2026-04-30 10:01:07,MAG001,0.000721,1e-06,1.93,0
2026-04-30 10:01:08,MAG001,0.000352,2e-06,1.96,0
2026-04-30 10:01:09,MAG001,0.000778,1e-06,1.67,0
2026-04-30 10:01:10,MAG001,0.001402,1e-06,1.79,0
2026-04-30 10:01:11,MAG001,0.000913,1e-06,1.87,0
2026-04-30 10:01:12,MAG001,0.000735,1e-06,2.02,0
2026-04-30 10:01:13,MAG001,0.000437,1e-06,2.01,0
2026-04-30 10:01:14,MAG001,0.000708,1e-06,2.05,0
2026-04-30 10:01:15,MAG001,0.001479,0.0,1.76,0
2026-04-30 10:01:16,MAG001,0.000888,1e-06,1.94,0
2026-04-30 10:01:17,MAG001,0.001121,1e-06,1.95,0
2026-04-30 10:01:18,MAG001,0.000534,1e-06,1.85,0
2026-04-30 10:01:19,MAG001,0.000133,0.0,1.91,0
2026-04-30 10:01:20,MAG001,0.000913,1e-06,1.78,0
2026-04-30 10:01:21,MAG001,0.000503,1e-06,1.91,0
2026-04-30 10:01:22,MAG001,0.001003,2e-06,1.79,0
2026-04-30 10:01:23,MAG001,0.001378,1e-06,1.76,0
2026-04-30 10:01:24,MAG001,0.000575,1e-06,1.97,0
2026-04-30 10:01:25,MAG001,0.001099,1e-06,1.76,0
2026-04-30 10:01:26,MAG001,0.001167,0.0,2.0,0
2026-04-30 10:01:27,MAG001,0.000499,1e-06,1.78,0
2026-04-30 10:01:28,MAG001,0.001294,1e-06,1.99,0
2026-04-30 10:01:29,MAG001,0.001202,1e-06,1.67,0
2026-04-30 10:01:30,MAG001,0.000777,1e-06,1.93,0
2026-04-30 10:01:31,MAG001,0.001133,1e-06,1.82,0
2026-04-30 10:01:32,MAG001,0.00115,1e-06,1.84,0
2026-04-30 10:01:33,MAG001,0.000638,1e-06,1.95,0
2026-04-30 10:01:34,MAG001,0.001212,1e-06,1.82,0
2026-04-30 10:01:35,MAG001,0.000641,1e-06,2.0,0
2026-04-30 10:01:36,MAG001,0.001033,1e-06,1.82,0
2026-04-30 10:01:37,MAG001,0.00074,1e-06,1.91,0
2026-04-30 10:01:38,MAG001,0.000276,0.0,1.95,0
2026-04-30 10:01:39,MAG001,0.000543,1e-06,1.96,0
2026-04-30 10:01:40,MAG001,0.000441,1e-06,1.86,0
2026-04-30 10:01:41,MAG001,0.000687,1e-06,1.8,0
2026-04-30 10:01:42,MAG001,0.000666,1e-06,1.91,0
2026-04-30 10:01:43,MAG001,0.000728,0.0,1.81,0
2026-04-30 10:01:44,MAG001,0.000628,0.0,1.82,0
2026-04-30 10:01:45,MAG001,0.000486,2e-06,1.83,0
2026-04-30 10:01:46,MAG001,0.00131,0.0,1.93,0
2026-04-30 10:01:47,MAG001,0.000552,1e-06,1.97,0
2026-04-30 10:01:48,MAG001,0.001152,0.0,1.85,0
2026-04-30 10:01:49,MAG001,0.000832,1e-06,1.92,0
2026-04-30 10:01:50,MAG001,0.000776,1e-06,1.91,0
2026-04-30 10:01:51,MAG001,0.000435,1e-06,2.03,0
2026-04-30 10:01:52,MAG001,0.001075,1e-06,1.97,0
2026-04-30 10:01:53,MAG001,0.00045,1e-06,1.95,0
2026-04-30 10:01:54,MAG001,0.006303,0.000135,3.78,1
2026-04-30 10:01:55,MAG001,0.000792,0.0,1.88,0
2026-04-30 10:01:56,MAG001,0.000756,0.0,1.93,0
2026-04-30 10:01:57,MAG001,5.4e-05,1e-06,2.05,0
2026-04-30 10:01:58,MAG001,0.000744,1e-06,1.89,0
2026-04-30 10:01:59,MAG001,0.000838,1e-06,1.98,0
2026-04-30 10:02:00,MAG001,0.00088,1e-06,1.99,0
2026-04-30 10:02:01,MAG001,0.000182,1e-06,1.81,0
2026-04-30 10:02:02,MAG001,0.001081,1e-06,2.05,0
2026-04-30 10:02:03,MAG001,0.000644,1e-06,1.93,0
2026-04-30 10:02:04,MAG001,0.000472,1e-06,1.95,0
2026-04-30 10:02:05,MAG001,0.000711,0.0,1.69,0
2026-04-30 10:02:06,MAG001,0.001036,1e-06,1.91,0
2026-04-30 10:02:07,MAG001,0.00058,1e-06,1.88,0
2026-04-30 10:02:08,MAG001,0.000454,0.0,1.93,0
2026-04-30 10:02:09,MAG001,0.000512,0.0,1.8,0
2026-04-30 10:02:10,MAG001,0.000677,0.0,1.76,0
2026-04-30 10:02:11,MAG001,0.000314,1e-06,1.98,0
2026-04-30 10:02:12,MAG001,0.000819,2e-06,1.97,0
2026-04-30 10:02:13,MAG001,0.000951,2e-06,1.63,0
2026-04-30 10:02:14,MAG001,0.000716,2e-06,1.81,0
2026-04-30 10:02:15,MAG001,0.000907,-0.0,1.84,0
2026-04-30 10:02:16,MAG001,0.000689,2e-06,1.92,0
2026-04-30 10:02:17,MAG001,0.000784,1e-06,1.71,0
2026-04-30 10:02:18,MAG001,0.001081,0.0,1.99,0
2026-04-30 10:02:19,MAG001,0.000613,1e-06,1.93,0
2026-04-30 10:02:20,MAG001,4.8e-05,1e-06,2.02,0
2026-04-30 10:02:21,MAG001,0.000142,0.0,1.88,0
2026-04-30 10:02:22,MAG001,0.000832,1e-06,1.86,0
2026-04-30 10:02:23,MAG001,0.000934,1e-06,1.94,0
2026-04-30 10:02:24,MAG001,0.000804,1e-06,2.18,0
2026-04-30 10:02:25,MAG001,0.000931,1e-06,1.97,0
2026-04-30 10:02:26,MAG001,0.000929,1e-06,1.76,0
2026-04-30 10:02:27,MAG001,0.000628,1e-06,1.85,0
2026-04-30 10:02:28,MAG001,0.000399,1e-06,2.0,0
2026-04-30 10:02:29,MAG001,0.001206,1e-06,1.64,0
2026-04-30 10:02:30,MAG001,0.000862,1e-06,1.78,0
2026-04-30 10:02:31,MAG001,0.000642,1e-06,2.03,0
2026-04-30 10:02:32,MAG001,0.000779,2e-06,1.78,0
2026-04-30 10:02:33,MAG001,0.001281,1e-06,2.02,0
2026-04-30 10:02:34,MAG001,0.00086,1e-06,1.9,0
2026-04-30 10:02:35,MAG001,0.00068,2e-06,1.94,0
2026-04-30 10:02:36,MAG001,0.000862,2e-06,1.83,0
2026-04-30 10:02:37,MAG001,0.000682,0.0,1.9,0
2026-04-30 10:02:38,MAG001,0.000756,1e-06,1.84,0
2026-04-30 10:02:39,MAG001,0.000305,1e-06,2.17,0
2026-04-30 10:02:40,MAG001,0.000648,2e-06,1.87,0
2026-04-30 10:02:41,MAG001,8.2e-05,1e-06,1.89,0
2026-04-30 10:02:42,MAG001,0.000623,1e-06,1.73,0
2026-04-30 10:02:43,MAG001,0.000814,2e-06,1.72,0
2026-04-30 10:02:44,MAG001,0.008003,0.000289,3.91,1
2026-04-30 10:02:45,MAG001,0.001315,1e-06,1.98,0
2026-04-30 10:02:46,MAG001,0.000677,0.0,1.73,0
2026-04-30 10:02:47,MAG001,0.009635,0.000413,4.94,1
2026-04-30 10:02:48,MAG001,0.000716,1e-06,1.78,0
2026-04-30 10:02:49,MAG001,0.000731,1e-06,1.87,0
2026-04-30 10:02:50,MAG001,0.000495,1e-06,1.72,0
2026-04-30 10:02:51,MAG001,0.000331,1e-06,1.86,0
2026-04-30 10:02:52,MAG001,0.001164,0.0,2.08,0
2026-04-30 10:02:53,MAG001,0.001035,2e-06,1.78,0
2026-04-30 10:02:54,MAG001,0.000685,1e-06,1.9,0
2026-04-30 10:02:55,MAG001,0.000315,1e-06,1.93,0
2026-04-30 10:02:56,MAG001,6.6e-05,1e-06,1.77,0
2026-04-30 10:02:57,MAG001,0.000632,1e-06,1.87,0
2026-04-30 10:02:58,MAG001,0.000959,1e-06,1.82,0
2026-04-30 10:02:59,MAG001,0.00056,2e-06,1.95,0
2026-04-30 10:03:00,MAG001,0.000398,1e-06,1.8,0
2026-04-30 10:03:01,MAG001,0.000614,1e-06,1.75,0
2026-04-30 10:03:02,MAG001,0.000699,2e-06,2.07,0
2026-04-30 10:03:03,MAG001,0.000222,1e-06,1.98,0
2026-04-30 10:03:04,MAG001,0.000485,1e-06,1.81,0
2026-04-30 10:03:05,MAG001,0.000865,1e-06,1.85,0
2026-04-30 10:03:06,MAG001,0.000636,0.0,1.86,0
2026-04-30 10:03:07,MAG001,0.000638,1e-06,1.94,0
2026-04-30 10:03:08,MAG001,0.000943,1e-06,1.8,0
2026-04-30 10:03:09,MAG001,0.000256,1e-06,1.93,0
2026-04-30 10:03:10,MAG001,0.000733,2e-06,1.96,0
2026-04-30 10:03:11,MAG001,0.001543,1e-06,2.08,0
2026-04-30 10:03:12,MAG001,0.001007,1e-06,2.1,0
2026-04-30 10:03:13,MAG001,0.000583,1e-06,2.16,0
2026-04-30 10:03:14,MAG001,0.00043,0.0,1.88,0
2026-04-30 10:03:15,MAG001,0.001204,1e-06,1.98,0
2026-04-30 10:03:16,MAG001,0.005797,0.000342,4.51,1
2026-04-30 10:03:17,MAG001,0.000577,2e-06,1.98,0
2026-04-30 10:03:18,MAG001,0.001034,1e-06,1.77,0
2026-04-30 10:03:19,MAG001,0.001166,1e-06,1.88,0
2026-04-30 10:03:20,MAG001,0.000683,2e-06,1.9,0
2026-04-30 10:03:21,MAG001,0.000794,1e-06,2.0,0
2026-04-30 10:03:22,MAG001,0.000294,1e-06,1.8,0
2026-04-30 10:03:23,MAG001,0.001033,1e-06,1.95,0
2026-04-30 10:03:24,MAG001,0.000257,0.0,1.86,0
2026-04-30 10:03:25,MAG001,0.000763,1e-06,1.83,0
2026-04-30 10:03:26,MAG001,0.00078,1e-06,1.9,0
2026-04-30 10:03:27,MAG001,0.000861,1e-06,1.99,0
2026-04-30 10:03:28,MAG001,0.000779,2e-06,2.0,0
2026-04-30 10:03:29,MAG001,0.000664,1e-06,1.98,0
2026-04-30 10:03:30,MAG001,0.000591,1e-06,1.78,0
2026-04-30 10:03:31,MAG001,0.000101,1e-06,2.03,0
2026-04-30 10:03:32,MAG001,0.000758,1e-06,1.69,0
2026-04-30 10:03:33,MAG001,0.000909,1e-06,1.86,0
2026-04-30 10:03:34,MAG001,0.000373,1e-06,1.88,0
2026-04-30 10:03:35,MAG001,0.000715,1e-06,1.89,0
2026-04-30 10:03:36,MAG001,0.000907,1e-06,1.65,0
2026-04-30 10:03:37,MAG001,0.000694,1e-06,2.01,0
2026-04-30 10:03:38,MAG001,0.000823,1e-06,1.87,0
2026-04-30 10:03:39,MAG001,-5.2e-05,2e-06,1.82,0
2026-04-30 10:03:40,MAG001,0.000925,-0.0,1.83,0
2026-04-30 10:03:41,MAG001,0.000399,1e-06,1.78,0
2026-04-30 10:03:42,MAG001,0.000822,1e-06,2.11,0
2026-04-30 10:03:43,MAG001,0.000809,1e-06,1.79,0
2026-04-30 10:03:44,MAG001,0.000569,1e-06,1.77,0
2026-04-30 10:03:45,MAG001,0.000645,0.0,1.94,0
2026-04-30 10:03:46,MAG001,0.00069,2e-06,1.83,0
2026-04-30 10:03:47,MAG001,0.000534,1e-06,2.01,0
2026-04-30 10:03:48,MAG001,0.000414,1e-06,2.03,0
2026-04-30 10:03:49,MAG001,0.000718,1e-06,1.91,0
2026-04-30 10:03:50,MAG001,0.000682,1e-06,2.0,0
2026-04-30 10:03:51,MAG001,0.0005,1e-06,1.92,0
2026-04-30 10:03:52,MAG001,0.000928,0.0,1.97,0
2026-04-30 10:03:53,MAG001,0.000177,0.0,2.06,0
2026-04-30 10:03:54,MAG001,0.001041,1e-06,2.09,0
2026-04-30 10:03:55,MAG001,0.001276,0.0,1.98,0
2026-04-30 10:03:56,MAG001,0.000327,2e-06,1.86,0
2026-04-30 10:03:57,MAG001,0.000832,1e-06,1.96,0
2026-04-30 10:03:58,MAG001,0.00048,0.0,1.7,0
2026-04-30 10:03:59,MAG001,0.000682,1e-06,1.95,0
2026-04-30 10:04:00,MAG001,0.000754,1e-06,1.94,0
2026-04-30 10:04:01,MAG001,0.000668,0.0,1.94,0
2026-04-30 10:04:02,MAG001,0.000519,0.0,1.96,0
2026-04-30 10:04:03,MAG001,0.000797,-0.0,1.96,0
2026-04-30 10:04:04,MAG001,0.001275,1e-06,1.84,0
2026-04-30 10:04:05,MAG001,0.000303,1e-06,1.88,0
2026-04-30 10:04:06,MAG001,0.000605,1e-06,1.92,0
2026-04-30 10:04:07,MAG001,0.001219,1e-06,1.86,0
2026-04-30 10:04:08,MAG001,0.000826,1e-06,1.7,0
2026-04-30 10:04:09,MAG001,-8.3e-05,1e-06,1.85,0
2026-04-30 10:04:10,MAG001,0.001093,2e-06,1.82,0
2026-04-30 10:04:11,MAG001,0.000316,2e-06,1.9,0
2026-04-30 10:04:12,MAG001,0.000924,1e-06,1.83,0
2026-04-30 10:04:13,MAG001,0.00129,1e-06,1.86,0
2026-04-30 10:04:14,MAG001,0.000926,1e-06,1.77,0
2026-04-30 10:04:15,MAG001,0.001057,2e-06,1.89,0
2026-04-30 10:04:16,MAG001,4.3e-05,1e-06,1.89,0
2026-04-30 10:04:17,MAG001,0.000738,1e-06,1.95,0
2026-04-30 10:04:18,MAG001,0.000863,1e-06,1.65,0
2026-04-30 10:04:19,MAG001,0.000541,2e-06,1.8,0
2026-04-30 10:04:20,MAG001,0.000787,1e-06,1.92,0
2026-04-30 10:04:21,MAG001,0.000815,0.0,1.78,0
2026-04-30 10:04:22,MAG001,0.000932,1e-06,1.89,0
2026-04-30 10:04:23,MAG001,0.001068,1e-06,1.9,0
2026-04-30 10:04:24,MAG001,0.000693,1e-06,1.77,0
2026-04-30 10:04:25,MAG001,0.000852,1e-06,1.92,0
2026-04-30 10:04:26,MAG001,0.001013,1e-06,1.86,0
2026-04-30 10:04:27,MAG001,0.000807,0.0,1.72,0
2026-04-30 10:04:28,MAG001,0.000501,1e-06,1.84,0
2026-04-30 10:04:29,MAG001,0.00065,1e-06,1.93,0
2026-04-30 10:04:30,MAG001,0.000447,0.0,1.83,0
2026-04-30 10:04:31,MAG001,0.000712,2e-06,1.78,0
2026-04-30 10:04:32,MAG001,0.009217,0.000187,3.45,1
2026-04-30 10:04:33,MAG001,0.000632,1e-06,2.04,0
2026-04-30 10:04:34,MAG001,0.000761,0.0,1.88,0
2026-04-30 10:04:35,MAG001,0.000821,1e-06,1.9,0
2026-04-30 10:04:36,MAG001,0.000585,1e-06,1.99,0
2026-04-30 10:04:37,MAG001,0.000655,1e-06,1.88,0
2026-04-30 10:04:38,MAG001,0.000439,0.0,1.84,0
2026-04-30 10:04:39,MAG001,0.000688,1e-06,1.84,0
2026-04-30 10:04:40,MAG001,0.000966,1e-06,1.74,0
2026-04-30 10:04:41,MAG001,0.00051,1e-06,2.04,0
2026-04-30 10:04:42,MAG001,0.000793,1e-06,1.91,0
2026-04-30 10:04:43,MAG001,0.000684,1e-06,1.94,0
2026-04-30 10:04:44,MAG001,0.000852,1e-06,2.01,0
2026-04-30 10:04:45,MAG001,0.001019,1e-06,2.04,0
2026-04-30 10:04:46,MAG001,0.000725,-0.0,1.89,0
2026-04-30 10:04:47,MAG001,0.000821,1e-06,1.87,0
2026-04-30 10:04:48,MAG001,0.000658,2e-06,1.92,0
2026-04-30 10:04:49,MAG001,0.00132,0.0,1.9,0
2026-04-30 10:04:50,MAG001,7e-06,2e-06,2.09,0
2026-04-30 10:04:51,MAG001,0.001151,1e-06,2.02,0
2026-04-30 10:04:52,MAG001,0.000931,0.0,1.69,0
2026-04-30 10:04:53,MAG001,0.000166,1e-06,1.82,0
2026-04-30 10:04:54,MAG001,0.000629,1e-06,2.07,0
2026-04-30 10:04:55,MAG001,0.000432,1e-06,1.74,0
2026-04-30 10:04:56,MAG001,0.001257,1e-06,1.87,0
2026-04-30 10:04:57,MAG001,0.000776,1e-06,2.02,0
2026-04-30 10:04:58,MAG001,0.000674,1e-06,2.03,0
2026-04-30 10:04:59,MAG001,0.000305,1e-06,1.9,0
2026-04-30 10:05:00,MAG001,0.00109,-0.0,1.85,0
2026-04-30 10:05:01,MAG001,0.000593,0.0,1.74,0
2026-04-30 10:05:02,MAG001,0.000532,2e-06,1.91,0
2026-04-30 10:05:03,MAG001,0.000794,1e-06,1.94,0
2026-04-30 10:05:04,MAG001,0.000326,2e-06,1.77,0
2026-04-30 10:05:05,MAG001,0.000724,1e-06,1.69,0
2026-04-30 10:05:06,MAG001,0.001192,1e-06,1.94,0
2026-04-30 10:05:07,MAG001,0.000538,0.0,1.87,0
2026-04-30 10:05:08,MAG001,0.000778,0.0,1.9,0
2026-04-30 10:05:09,MAG001,0.000761,1e-06,1.85,0
2026-04-30 10:05:10,MAG001,0.000975,0.0,1.76,0
2026-04-30 10:05:11,MAG001,0.000469,1e-06,1.93,0
2026-04-30 10:05:12,MAG001,0.000841,1e-06,1.92,0
2026-04-30 10:05:13,MAG001,0.000732,1e-06,1.96,0
2026-04-30 10:05:14,MAG001,0.000386,1e-06,1.92,0
2026-04-30 10:05:15,MAG001,0.000672,0.0,2.12,0
2026-04-30 10:05:16,MAG001,0.00052,1e-06,1.89,0
2026-04-30 10:05:17,MAG001,0.00116,1e-06,2.07,0
2026-04-30 10:05:18,MAG001,0.000651,1e-06,1.91,0
2026-04-30 10:05:19,MAG001,0.00055,2e-06,1.96,0
2026-04-30 10:05:20,MAG001,0.00092,1e-06,1.87,0
2026-04-30 10:05:21,MAG001,0.000238,1e-06,1.72,0
2026-04-30 10:05:22,MAG001,0.000678,1e-06,1.92,0
2026-04-30 10:05:23,MAG001,0.000629,2e-06,1.92,0
2026-04-30 10:05:24,MAG001,0.000177,1e-06,1.99,0
2026-04-30 10:05:25,MAG001,0.001096,0.0,1.81,0
2026-04-30 10:05:26,MAG001,0.000732,1e-06,1.9,0
2026-04-30 10:05:27,MAG001,0.001017,1e-06,1.87,0
2026-04-30 10:05:28,MAG001,0.000514,2e-06,1.98,0
2026-04-30 10:05:29,MAG001,0.000779,0.0,1.78,0
2026-04-30 10:05:30,MAG001,0.000562,1e-06,1.92,0
2026-04-30 10:05:31,MAG001,0.000618,2e-06,1.98,0
2026-04-30 10:05:32,MAG001,0.001022,0.0,2.05,0
2026-04-30 10:05:33,MAG001,0.000754,2e-06,2.01,0
2026-04-30 10:05:34,MAG001,0.00083,1e-06,1.84,0
2026-04-30 10:05:35,MAG001,0.00087,2e-06,1.93,0
2026-04-30 10:05:36,MAG001,0.000698,1e-06,1.9,0
2026-04-30 10:05:37,MAG001,0.000942,1e-06,2.01,0
2026-04-30 10:05:38,MAG001,0.000983,-0.0,1.98,0
2026-04-30 10:05:39,MAG001,0.000628,1e-06,1.86,0
2026-04-30 10:05:40,MAG001,0.001021,1e-06,2.01,0
2026-04-30 10:05:41,MAG001,0.001046,1e-06,1.84,0
2026-04-30 10:05:42,MAG001,0.000567,1e-06,1.8,0
2026-04-30 10:05:43,MAG001,0.000588,1e-06,1.92,0
2026-04-30 10:05:44,MAG001,0.000758,1e-06,1.96,0
2026-04-30 10:05:45,MAG001,0.000511,1e-06,1.81,0
2026-04-30 10:05:46,MAG001,0.001086,1e-06,2.19,0
2026-04-30 10:05:47,MAG001,0.000538,1e-06,2.02,0
2026-04-30 10:05:48,MAG001,0.000659,1e-06,1.77,0
2026-04-30 10:05:49,MAG001,0.000437,1e-06,1.81,0
2026-04-30 10:05:50,MAG001,0.000826,1e-06,1.88,0
2026-04-30 10:05:51,MAG001,0.001313,0.0,1.84,0
2026-04-30 10:05:52,MAG001,0.000909,1e-06,2.04,0
2026-04-30 10:05:53,MAG001,0.001014,1e-06,1.91,0
2026-04-30 10:05:54,MAG001,0.000724,0.0,1.92,0
2026-04-30 10:05:55,MAG001,0.000907,1e-06,2.01,0
2026-04-30 10:05:56,MAG001,0.009539,0.000158,3.93,1
2026-04-30 10:05:57,MAG001,0.000828,2e-06,2.01,0
2026-04-30 10:05:58,MAG001,0.000954,1e-06,1.81,0
2026-04-30 10:05:59,MAG001,0.000446,1e-06,1.95,0
2026-04-30 10:06:00,MAG001,0.000585,1e-06,1.86,0
2026-04-30 10:06:01,MAG001,0.000736,1e-06,1.81,0
2026-04-30 10:06:02,MAG001,0.000879,1e-06,1.8,0
2026-04-30 10:06:03,MAG001,0.000364,1e-06,1.85,0
2026-04-30 10:06:04,MAG001,0.000669,1e-06,1.89,0
2026-04-30 10:06:05,MAG001,0.00044,1e-06,1.92,0
2026-04-30 10:06:06,MAG001,0.000509,1e-06,1.78,0
2026-04-30 10:06:07,MAG001,0.000397,1e-06,2.12,0
2026-04-30 10:06:08,MAG001,0.001117,0.0,1.9,0
2026-04-30 10:06:09,MAG001,0.000543,1e-06,1.81,0
2026-04-30 10:06:10,MAG001,0.000688,1e-06,1.93,0
2026-04-30 10:06:11,MAG001,0.000775,0.0,1.76,0
2026-04-30 10:06:12,MAG001,0.000751,1e-06,2.08,0
2026-04-30 10:06:13,MAG001,0.000725,2e-06,1.84,0
2026-04-30 10:06:14,MAG001,0.00102,2e-06,1.79,0
2026-04-30 10:06:15,MAG001,0.000411,1e-06,1.92,0
2026-04-30 10:06:16,MAG001,0.000535,1e-06,1.75,0
2026-04-30 10:06:17,MAG001,0.000458,1e-06,1.75,0
2026-04-30 10:06:18,MAG001,0.000419,1e-06,1.91,0
2026-04-30 10:06:19,MAG001,0.000715,-0.0,1.83,0
2026-04-30 10:06:20,MAG001,0.000773,0.0,1.87,0
2026-04-30 10:06:21,MAG001,0.00081,2e-06,1.83,0
2026-04-30 10:06:22,MAG001,0.001433,2e-06,1.94,0
2026-04-30 10:06:23,MAG001,0.000569,2e-06,1.89,0
2026-04-30 10:06:24,MAG001,0.000872,1e-06,1.92,0
2026-04-30 10:06:25,MAG001,0.001078,1e-06,1.95,0
2026-04-30 10:06:26,MAG001,0.000432,0.0,1.82,0
2026-04-30 10:06:27,MAG001,0.008277,0.000171,4.78,1
2026-04-30 10:06:28,MAG001,0.000284,1e-06,2.02,0
2026-04-30 10:06:29,MAG001,0.000642,1e-06,1.89,0
2026-04-30 10:06:30,MAG001,0.000983,1e-06,1.99,0
2026-04-30 10:06:31,MAG001,0.000667,-0.0,1.79,0
2026-04-30 10:06:32,MAG001,0.000672,1e-06,1.89,0
2026-04-30 10:06:33,MAG001,0.000814,2e-06,1.93,0
2026-04-30 10:06:34,MAG001,0.000361,1e-06,2.01,0
2026-04-30 10:06:35,MAG001,0.0014,1e-06,1.84,0
2026-04-30 10:06:36,MAG001,0.000619,2e-06,1.87,0
2026-04-30 10:06:37,MAG001,0.001405,1e-06,1.91,0
2026-04-30 10:06:38,MAG001,0.001196,1e-06,1.78,0
2026-04-30 10:06:39,MAG001,0.000998,2e-06,1.75,0
2026-04-30 10:06:40,MAG001,8e-05,1e-06,1.95,0
2026-04-30 10:06:41,MAG001,0.000207,1e-06,1.88,0
2026-04-30 10:06:42,MAG001,0.000857,-0.0,2.03,0
2026-04-30 10:06:43,MAG001,9.3e-05,2e-06,1.97,0
2026-04-30 10:06:44,MAG001,0.001341,1e-06,1.98,0
2026-04-30 10:06:45,MAG001,0.000647,1e-06,1.92,0
2026-04-30 10:06:46,MAG001,0.001031,1e-06,2.15,0
2026-04-30 10:06:47,MAG001,0.000876,1e-06,1.87,0
2026-04-30 10:06:48,MAG001,0.000942,1e-06,1.98,0
2026-04-30 10:06:49,MAG001,0.000899,1e-06,1.92,0
2026-04-30 10:06:50,MAG001,0.000553,0.0,1.96,0
